#DEPT	六五最大主应力	六五最小主应力
428.60000000	7.906190217	6.832508752
428.70000000	7.90755625	6.833118245
428.80000000	7.90897981	6.833823411
428.90000000	7.910498175	6.834686252
429.00000000	7.912050695	6.835605898
429.10000000	7.913642536	6.836590937
429.20000000	7.915268181	6.837632199
429.30000000	7.916910751	6.838701608
429.40000000	7.91857532	6.839807604
429.50000000	7.920324723	6.841054692
429.60000000	7.922175224	6.842469926
429.70000000	7.924192882	6.844163174
429.80000000	7.926599016	6.846502534
429.90000000	7.92927108	6.849284189
430.00000000	7.932371392	6.852778105
430.10000000	7.935849796	6.85690086
430.20000000	7.93943705	6.861204653
430.30000000	7.943022518	6.865505471
430.40000000	7.946055893	6.868888055
430.50000000	7.948590139	6.871440494
430.60000000	7.94997177	6.872075918
430.70000000	7.950224646	6.870834
430.80000000	7.94974068	6.868366548
430.90000000	7.948187839	6.864121308
431.00000000	7.946377041	6.859446979
431.10000000	7.944448806	6.854577271
431.20000000	7.942920763	6.85037313
431.30000000	7.94189971	6.847012197
431.40000000	7.941296855	6.844346806
431.50000000	7.941535488	6.843081018
431.60000000	7.942159981	6.842457008
431.70000000	7.943131323	6.842409899
431.80000000	7.944850959	6.843607413
431.90000000	7.947066199	6.845629262
432.00000000	7.949807723	6.848526472
432.10000000	7.9537533	6.85342637
432.20000000	7.958209597	6.85917573
432.30000000	7.96325572	6.865906122
432.40000000	7.968620577	6.873166633
432.50000000	7.973791807	6.880105069
432.60000000	7.978622694	6.88647741
432.70000000	7.982382487	6.891068245
432.80000000	7.985477411	6.894553237
432.90000000	7.987612723	6.89644216
433.00000000	7.988693486	6.896577107
433.10000000	7.989240391	6.895824107
433.20000000	7.989068888	6.893876198
433.30000000	7.988350746	6.891019058
433.40000000	7.987396876	6.88776981
433.50000000	7.986245023	6.884191225
433.60000000	7.985425285	6.881165009
433.70000000	7.984982127	6.878765132
433.80000000	7.985577986	6.878093444
433.90000000	7.98736336	6.879400289
434.00000000	7.98995165	6.882042636
434.10000000	7.993812094	6.886800974
434.20000000	7.997954685	6.892028605
434.30000000	8.002177425	6.897389541
434.40000000	8.005641222	6.901488118
434.50000000	8.008120046	6.903948389
434.60000000	8.009781166	6.905048573
434.70000000	8.009718246	6.903281149
434.80000000	8.008951593	6.900343178
434.90000000	8.007543782	6.896338717
435.00000000	8.005539889	6.891342728
435.10000000	8.003505485	6.886295927
435.20000000	8.001439629	6.881196752
435.30000000	7.999654747	6.876564881
435.40000000	7.998115155	6.872340972
435.50000000	7.996892858	6.868644802
435.60000000	7.996533138	6.866383418
435.70000000	7.996739544	6.865063715
435.80000000	7.99772261	6.865035916
435.90000000	7.999772892	6.86678335
436.00000000	8.002233216	6.86921286
436.10000000	8.005158979	6.872416592
436.20000000	8.007899156	6.875311615
436.30000000	8.010294545	6.87763311
436.40000000	8.011946438	6.878717855
436.50000000	8.012621705	6.878178047
436.60000000	8.012794863	6.876803002
436.70000000	8.012337971	6.874379888
436.80000000	8.011937039	6.872049836
436.90000000	8.011746902	6.870070408
437.00000000	8.01236972	6.869443287
437.10000000	8.013997023	6.870487095
437.20000000	8.016331242	6.872706836
437.30000000	8.019891985	6.876966868
437.40000000	8.02406512	6.882245589
437.50000000	8.028655038	6.8882176
437.60000000	8.033685244	6.89492199
437.70000000	8.038911775	6.901952934
437.80000000	8.044322324	6.909289952
437.90000000	8.05056357	6.918008742
438.00000000	8.057787761	6.92836252
438.10000000	8.065877906	6.940156647
438.20000000	8.076675635	6.956454388
438.30000000	8.088608185	6.974639527
438.40000000	8.101738447	6.994816596
438.50000000	8.11565865	7.016307279
438.60000000	8.128733845	7.036392196
438.70000000	8.140742039	7.054702193
438.80000000	8.148940132	7.066674963
438.90000000	8.154678353	7.074556368
439.00000000	8.157114486	7.076945662
439.10000000	8.155436663	7.072492515
439.20000000	8.152097424	7.065275998
439.30000000	8.146797088	7.054797598
439.40000000	8.141147269	7.043737776
439.50000000	8.13583101	7.033232611
439.60000000	8.131684228	7.024672507
439.70000000	8.129519812	7.019409614
439.80000000	8.128564881	7.016158445
439.90000000	8.129515104	7.016076158
440.00000000	8.131659816	7.017980706
440.10000000	8.134398563	7.020873332
440.20000000	8.137620352	7.02456942
440.30000000	8.140644425	7.027936638
440.40000000	8.14346541	7.030966054
440.50000000	8.145656382	7.032947551
440.60000000	8.147376673	7.034146145
440.70000000	8.148759769	7.034783871
440.80000000	8.149710316	7.034702117
440.90000000	8.150627017	7.034564059
441.00000000	8.15152493	7.034394744
441.10000000	8.152578059	7.034483603
441.20000000	8.153665899	7.034630193
441.30000000	8.154785172	7.034829063
441.40000000	8.155843587	7.0349267
441.50000000	8.156858641	7.034952205
441.60000000	8.157826315	7.034898895
441.70000000	8.15873506	7.034747559
441.80000000	8.159642053	7.034593301
441.90000000	8.160551517	7.034443149
442.00000000	8.161434804	7.034249446
442.10000000	8.162250367	7.033943088
442.20000000	8.16295997	7.033460467
442.30000000	8.163571667	7.032814983
442.40000000	8.164220061	7.032230532
442.50000000	8.164983029	7.031836654
442.60000000	8.166106496	7.032042431
442.70000000	8.167466727	7.032642038
442.80000000	8.169211979	7.033882096
442.90000000	8.171237032	7.035587578
443.00000000	8.173349115	7.037437828
443.10000000	8.175449393	7.039268441
443.20000000	8.177240265	7.04058438
443.30000000	8.178773682	7.041472062
443.40000000	8.179736021	7.041409793
443.50000000	8.180173948	7.040475192
443.60000000	8.180237798	7.038918328
443.70000000	8.179659636	7.036293493
443.80000000	8.178759899	7.033133707
443.90000000	8.177639938	7.029607555
444.00000000	8.176413528	7.025904293
444.10000000	8.175400361	7.022555722
444.20000000	8.174585935	7.019537722
444.30000000	8.174611475	7.017916981
444.40000000	8.175213347	7.01725496
444.50000000	8.176358762	7.017497121
444.60000000	8.178458619	7.019327005
444.70000000	8.180761504	7.021494632
444.80000000	8.183287904	7.024034077
444.90000000	8.185608622	7.026231368
445.00000000	8.187637531	7.027943231
445.10000000	8.189281668	7.02901502
445.20000000	8.190230737	7.028930545
445.30000000	8.190911987	7.028400542
445.40000000	8.191275303	7.027341637
445.50000000	8.191652501	7.026305812
445.60000000	8.192180218	7.025520371
445.70000000	8.193022381	7.025258018
445.80000000	8.194373601	7.025842501
445.90000000	8.195995401	7.026877103
446.00000000	8.197993947	7.028538442
446.10000000	8.200167085	7.030490227
446.20000000	8.202397672	7.032537579
446.30000000	8.204628815	7.034585856
446.40000000	8.206834843	7.036592354
446.50000000	8.209036719	7.038591944
446.60000000	8.211269099	7.04064228
446.70000000	8.213565022	7.042798322
446.80000000	8.215908578	7.045033606
446.90000000	8.218345613	7.047424396
447.00000000	8.220840082	7.049910733
447.10000000	8.223378678	7.052470476
447.20000000	8.225997257	7.055163276
447.30000000	8.228670916	7.057947705
447.40000000	8.231389711	7.060807219
447.50000000	8.234178312	7.06378286
447.60000000	8.23695471	7.066738199
447.70000000	8.239719358	7.069673992
447.80000000	8.242360372	7.072404113
447.90000000	8.244925586	7.075008137
448.00000000	8.247405823	7.077470796
448.10000000	8.249797687	7.079786444
448.20000000	8.252199053	7.082117899
448.30000000	8.254622173	7.084485543
448.40000000	8.257150414	7.087028061
448.50000000	8.259716882	7.089634172
448.60000000	8.26232755	7.092313809
448.70000000	8.264868247	7.09487705
448.80000000	8.267316859	7.097287101
448.90000000	8.269598919	7.099420085
449.00000000	8.271637147	7.101147444
449.10000000	8.273549682	7.102665704
449.20000000	8.275291607	7.103900148
449.30000000	8.276970169	7.105029182
449.40000000	8.278637953	7.106140284
449.50000000	8.28034445	7.107315788
449.60000000	8.28212642	7.108616843
449.70000000	8.283958449	7.110001173
449.80000000	8.285869361	7.111516731
449.90000000	8.287813532	7.113087615
450.00000000	8.289776394	7.114689592
450.10000000	8.29174906	7.116307879
450.20000000	8.293705851	7.117899757
450.30000000	8.295647523	7.119466483
450.40000000	8.297526908	7.120929589
450.50000000	8.299338727	7.122280294
450.60000000	8.30108963	7.12352966
450.70000000	8.302659797	7.124478357
450.80000000	8.304108535	7.125225048
450.90000000	8.305440025	7.125776683
451.00000000	8.306508788	7.125891247
451.10000000	8.307439772	7.125776599
451.20000000	8.308213332	7.125400058
451.30000000	8.308714416	7.124570219
451.40000000	8.309093231	7.123536962
451.50000000	8.309324493	7.122258225
451.60000000	8.309459881	7.120819976
451.70000000	8.30962361	7.119428864
451.80000000	8.309863955	7.118165199
451.90000000	8.310430337	7.117443925
452.00000000	8.311237282	7.117122854
452.10000000	8.312435622	7.117452916
452.20000000	8.314084478	7.118532471
452.30000000	8.315953285	7.119977945
452.40000000	8.318099031	7.121884146
452.50000000	8.320311677	7.123901646
452.60000000	8.322501117	7.125880537
452.70000000	8.324530075	7.127592445
452.80000000	8.326313533	7.128895926
452.90000000	8.327965011	7.129979839
453.00000000	8.329498869	7.130868073
453.10000000	8.331336457	7.132261604
453.20000000	8.333491546	7.134183348
453.30000000	8.336713702	7.13788032
453.40000000	8.340921666	7.143217324
453.50000000	8.345874567	7.149793627
453.60000000	8.351999196	7.158319233
453.70000000	8.358155118	7.166896858
453.80000000	8.364290611	7.175440461
453.90000000	8.369046888	7.181689562
454.00000000	8.3725354	7.1858296
454.10000000	8.374790111	7.187917086
454.20000000	8.374452539	7.185692044
454.30000000	8.373238069	7.182008163
454.40000000	8.371026622	7.17666565
454.50000000	8.368435999	7.17069227
454.60000000	8.366142227	7.165212678
454.70000000	8.364339285	7.160549606
454.80000000	8.363766913	7.157933753
454.90000000	8.363788067	7.156305314
455.00000000	8.364588131	7.155972722
455.10000000	8.365977593	7.156620697
455.20000000	8.367601203	7.157658221
455.30000000	8.369485944	7.159130182
455.40000000	8.37187438	7.161440137
455.50000000	8.374764869	7.164585351
455.60000000	8.37867324	7.169424002
455.70000000	8.384175004	7.176913536
455.80000000	8.390730544	7.186156174
455.90000000	8.399102126	7.198420022
456.00000000	8.408542918	7.212462543
456.10000000	8.418409665	7.227213561
456.20000000	8.428259691	7.241936624
456.30000000	8.437005177	7.254822066
456.40000000	8.444826642	7.26617025
456.50000000	8.450399637	7.273777915
456.60000000	8.454640069	7.279168769
456.70000000	8.457924788	7.282969742
456.80000000	8.46040574	7.285433605
456.90000000	8.463254563	7.288509439
457.00000000	8.466441132	7.292147133
457.10000000	8.471044744	7.298142143
457.20000000	8.476180486	7.305022361
457.30000000	8.481838578	7.312771514
457.40000000	8.487493793	7.320515861
457.50000000	8.492746095	7.327589935
457.60000000	8.497521449	7.333870584
457.70000000	8.501416547	7.338686906
457.80000000	8.505099396	7.343150145
457.90000000	8.508571235	7.347262364
458.00000000	8.512296266	7.351795771
458.10000000	8.516219368	7.356658668
458.20000000	8.520436388	7.362010496
458.30000000	8.524734953	7.367497968
458.40000000	8.528914539	7.372787516
458.50000000	8.532797532	7.377583678
458.60000000	8.536092219	7.381401196
458.70000000	8.539004699	7.384582913
458.80000000	8.541291663	7.386724088
458.90000000	8.54292028	7.387770105
459.00000000	8.544099033	7.388067774
459.10000000	8.544484604	7.387045979
459.20000000	8.54410897	7.384757905
459.30000000	8.543232115	7.381636027
459.40000000	8.541589202	7.377239773
459.50000000	8.539728347	7.372480935
459.60000000	8.537786608	7.367587506
459.70000000	8.536232568	7.363338995
459.80000000	8.535246787	7.360035779
459.90000000	8.534719884	7.357495911
460.00000000	8.535098322	7.356462119
460.10000000	8.535756789	7.355894164
460.20000000	8.536649087	7.355715197
460.30000000	8.537530671	7.355518402
460.40000000	8.538286793	7.355112886
460.50000000	8.538914857	7.354494329
460.60000000	8.539425276	7.353680051
460.70000000	8.53999215	7.352959684
460.80000000	8.540635153	7.352365957
460.90000000	8.54152345	7.352180294
461.00000000	8.542501446	7.352143847
461.10000000	8.543585264	7.352283444
461.20000000	8.544660731	7.352409142
461.30000000	8.545687628	7.352454036
461.40000000	8.546628782	7.352356282
461.50000000	8.547471979	7.352095561
461.60000000	8.548307103	7.351821402
461.70000000	8.549171119	7.351595305
461.80000000	8.550292904	7.351798032
461.90000000	8.551673456	7.352431248
462.00000000	8.553593966	7.353962754
462.10000000	8.556328602	7.356848662
462.20000000	8.55961886	7.360658917
462.30000000	8.563888501	7.366098498
462.40000000	8.568783384	7.372578235
462.50000000	8.573984614	7.379567603
462.60000000	8.579317385	7.386775789
462.70000000	8.584175689	7.393194634
462.80000000	8.588603937	7.39889803
462.90000000	8.591786156	7.402528529
463.00000000	8.594053911	7.404637729
463.10000000	8.595611583	7.405565637
463.20000000	8.596116144	7.404741584
463.30000000	8.59641726	7.403579072
463.40000000	8.596550531	7.40213732
463.50000000	8.597071253	7.401340128
463.60000000	8.598034203	7.401278626
463.70000000	8.5994548	7.401978473
463.80000000	8.601843497	7.40428887
463.90000000	8.604591403	7.407196854
464.00000000	8.607746163	7.410781691
464.10000000	8.611169825	7.414813876
464.20000000	8.614557748	7.418786603
464.30000000	8.617856661	7.422611252
464.40000000	8.620747115	7.425756381
464.50000000	8.623361514	7.428442262
464.60000000	8.625571023	7.430454561
464.70000000	8.627260362	7.431601498
464.80000000	8.628667088	7.432278273
464.90000000	8.629674163	7.432290178
465.00000000	8.630361906	7.431770832
465.10000000	8.630923939	7.431042344
465.20000000	8.63138894	7.430152422
465.30000000	8.631969369	7.429454524
465.40000000	8.632642942	7.428911576
465.50000000	8.633517478	7.428702953
465.60000000	8.634341421	7.428410154
465.70000000	8.635008467	7.42785633
465.80000000	8.63496812	7.426125642
465.90000000	8.633850417	7.422602582
466.00000000	8.631868004	7.417640905
466.10000000	8.628030293	7.409592558
466.20000000	8.623318857	7.400090508
466.30000000	8.61796037	7.389511835
466.40000000	8.612744395	7.379170125
466.50000000	8.608615688	7.370637224
466.60000000	8.605489741	7.36377258
466.70000000	8.605724451	7.362499241
466.80000000	8.607551017	7.363874379
466.90000000	8.611043413	7.368021077
467.00000000	8.61625719	7.375031745
467.10000000	8.621526158	7.382134217
467.20000000	8.626790521	7.389229006
467.30000000	8.631104321	7.394742284
467.40000000	8.634962975	7.399498309
467.50000000	8.638256475	7.403314061
467.60000000	8.641551832	7.407132901
467.70000000	8.645172106	7.411492313
467.80000000	8.649404728	7.416870505
467.90000000	8.654533004	7.423738809
468.00000000	8.659933475	7.431059953
468.10000000	8.665530343	7.438707826
468.20000000	8.670365014	7.445087606
468.30000000	8.674475091	7.450261868
468.40000000	8.677086394	7.452942615
468.50000000	8.678080416	7.452932688
468.60000000	8.678153459	7.451390517
468.70000000	8.677006755	7.447819022
468.80000000	8.675648003	7.443894711
468.90000000	8.674289713	7.439971137
469.00000000	8.673541081	7.437061845
469.10000000	8.67346871	7.435277659
469.20000000	8.673871081	7.43428331
469.30000000	8.674916279	7.434358458
469.40000000	8.676056057	7.43459096
469.50000000	8.677273886	7.434953317
469.60000000	8.67865508	7.435587471
469.70000000	8.680595877	7.437152668
469.80000000	8.683050749	7.439573164
469.90000000	8.687944692	7.446051684
470.00000000	8.694545944	7.455370723
470.10000000	8.702924767	7.467647132
470.20000000	8.714527797	7.485287635
470.30000000	8.726986405	7.504351387
470.40000000	8.740375846	7.524963548
470.50000000	8.753368695	7.544915701
470.60000000	8.765376771	7.563229359
470.70000000	8.776009838	7.579255373
470.80000000	8.784258725	7.591314929
470.90000000	8.791456593	7.601625952
471.00000000	8.797377718	7.609812949
471.10000000	8.802942364	7.617406894
471.20000000	8.808658906	7.625253521
471.30000000	8.814939723	7.634038863
471.40000000	8.822111036	7.64430561
471.50000000	8.829667389	7.655212882
471.60000000	8.837631686	7.666798774
471.70000000	8.84511933	7.677591693
471.80000000	8.852029035	7.68742315
471.90000000	8.857387454	7.694673926
472.00000000	8.86075213	7.698607976
472.10000000	8.862639235	7.700083987
472.20000000	8.861585653	7.696667959
472.30000000	8.858481095	7.689839958
472.40000000	8.853867957	7.680502267
472.50000000	8.847072318	7.667533716
472.60000000	8.839625888	7.653482393
472.70000000	8.8316755	7.63859254
472.80000000	8.824081883	7.624296071
472.90000000	8.8171596	7.611116314
473.00000000	8.810854723	7.598963575
473.10000000	8.806224446	7.589596707
473.20000000	8.802199106	7.58123618
473.30000000	8.798848534	7.573998191
473.40000000	8.796372331	7.568214837
473.50000000	8.79434309	7.563175056
473.60000000	8.792863778	7.55905017
473.70000000	8.79288299	7.557418393
473.80000000	8.793990064	7.557596518
473.90000000	8.796601548	7.560277576
474.00000000	8.801569482	7.566879129
474.10000000	8.807627332	7.575293988
474.20000000	8.815074244	7.586019825
474.30000000	8.82308527	7.597684135
474.40000000	8.830907334	7.609034019
474.50000000	8.838003739	7.61917659
474.60000000	8.843179752	7.626124209
474.70000000	8.84695639	7.630743709
474.80000000	8.848182145	7.631119353
474.90000000	8.84698481	7.627463735
475.00000000	8.844322822	7.621371359
475.10000000	8.839583604	7.611823034
475.20000000	8.834049769	7.6009526
475.30000000	8.828119843	7.589423057
475.40000000	8.822424112	7.578283027
475.50000000	8.817470486	7.568377562
475.60000000	8.813094989	7.559433868
475.70000000	8.809977028	7.552582362
475.80000000	8.807318117	7.54649456
475.90000000	8.805009298	7.540989194
476.00000000	8.802862443	7.535753259
476.10000000	8.800681091	7.530459882
476.20000000	8.798464656	7.525108087
476.30000000	8.796673737	7.520464241
476.40000000	8.795489107	7.516829136
476.50000000	8.794980668	7.514319095
476.60000000	8.796401096	7.515018424
476.70000000	8.798839856	7.517412123
476.80000000	8.802504719	7.521845895
476.90000000	8.807634727	7.528717461
477.00000000	8.813193601	7.53630258
477.10000000	8.819201294	7.54463444
477.20000000	8.825092263	7.552772062
477.30000000	8.830691867	7.560424875
477.40000000	8.835766944	7.567204944
477.50000000	8.839919174	7.57244955
477.60000000	8.843509909	7.576759922
477.70000000	8.846240577	7.579639298
477.80000000	8.84820968	7.581251571
477.90000000	8.849800138	7.582233845
478.00000000	8.850940209	7.582466753
478.10000000	8.851999308	7.582564937
478.20000000	8.853070406	7.58268308
478.30000000	8.854338962	7.583129757
478.40000000	8.855825066	7.583938394
478.50000000	8.857441633	7.584964099
478.60000000	8.859185644	7.586201847
478.70000000	8.860828909	7.587271971
478.80000000	8.862370562	7.588173026
478.90000000	8.863526059	7.588431579
479.00000000	8.864417224	7.588250323
479.10000000	8.865096632	7.587716729
479.20000000	8.865561804	7.586826672
479.30000000	8.86613673	7.586119223
479.40000000	8.866812245	7.585579132
479.50000000	8.8681856	7.586200146
479.60000000	8.870042773	7.587626164
479.70000000	8.872438114	7.589947618
479.80000000	8.875816237	7.593904285
479.90000000	8.879560856	7.598470748
480.00000000	8.883727557	7.603739489
480.10000000	8.888121905	7.609386993
480.20000000	8.892443196	7.614912934
480.30000000	8.896607848	7.620178245
480.40000000	8.900250323	7.624574731
480.50000000	8.903550665	7.62840196
480.60000000	8.906338118	7.631375825
480.70000000	8.908508707	7.633323329
480.80000000	8.910335224	7.634698353
480.90000000	8.911663667	7.635244661
481.00000000	8.91255327	7.635060808
481.10000000	8.913193557	7.634462124
481.20000000	8.913481075	7.633276479
481.30000000	8.913554577	7.631734735
481.40000000	8.913523955	7.630019732
481.50000000	8.913434355	7.628206585
481.60000000	8.913463619	7.6265912
481.70000000	8.913610515	7.625171529
481.80000000	8.914121646	7.624357889
481.90000000	8.914990969	7.624140233
482.00000000	8.916140105	7.624388148
482.10000000	8.917838258	7.625549563
482.20000000	8.919789993	7.627132909
482.30000000	8.921944184	7.629053118
482.40000000	8.924264535	7.631249799
482.50000000	8.926507355	7.633317476
482.60000000	8.928677703	7.635264568
482.70000000	8.930485953	7.63660917
482.80000000	8.932220246	7.637830714
482.90000000	8.933874767	7.638919526
483.00000000	8.936163132	7.641062985
483.10000000	8.939265081	7.64456016
483.20000000	8.943430435	7.649826721
483.30000000	8.950081507	7.659229212
483.40000000	8.958013503	7.670762957
483.50000000	8.967604271	7.685056595
483.60000000	8.978239759	7.70108838
483.70000000	8.988602446	7.716666147
483.80000000	8.998114826	7.730829056
483.90000000	9.004592368	7.73994251
484.00000000	9.008848465	7.745359898
484.10000000	9.009278762	7.744411912
484.20000000	9.005964963	7.737234448
484.30000000	9.000808196	7.726990549
484.40000000	8.993668112	7.713446619
484.50000000	8.987415427	7.70137903
484.60000000	8.982393772	7.69135958
484.70000000	8.981427333	7.68808744
484.80000000	8.984829611	7.69208432
484.90000000	8.991247898	7.70109946
485.00000000	9.002449535	7.718073394
485.10000000	9.015060847	7.737392656
485.20000000	9.028404073	7.757929508
485.30000000	9.040730683	7.776774716
485.40000000	9.051052127	7.792283601
485.50000000	9.059696004	7.80500129
485.60000000	9.064603144	7.811501835
485.70000000	9.068242939	7.815893793
485.80000000	9.070687965	7.818297923
485.90000000	9.073150724	7.820731556
486.00000000	9.076726661	7.82501727
486.10000000	9.081575493	7.831420792
486.20000000	9.089671213	7.843226373
486.30000000	9.09900803	7.857096803
486.40000000	9.109777988	7.873351561
486.50000000	9.120595984	7.889686169
486.60000000	9.130347038	7.904245603
486.70000000	9.138347168	7.915891934
486.80000000	9.142368176	7.920918083
486.90000000	9.144082613	7.922106732
487.00000000	9.142438836	7.917708224
487.10000000	9.138025473	7.908701834
487.20000000	9.132539945	7.897911578
487.30000000	9.126152441	7.88562058
487.40000000	9.120249137	7.87413508
487.50000000	9.114783361	7.863377437
487.60000000	9.110387485	7.854399798
487.70000000	9.106686282	7.846577885
487.80000000	9.103320255	7.839313583
487.90000000	9.100192618	7.832445867
488.00000000	9.097122712	7.82567416
488.10000000	9.094156447	7.819074843
488.20000000	9.09176962	7.81343957
488.30000000	9.090250064	7.809247265
488.40000000	9.089447648	7.806248146
488.50000000	9.090324349	7.806042814
488.60000000	9.092022142	7.807203655
488.70000000	9.094400758	7.809497285
488.80000000	9.097573212	7.813111743
488.90000000	9.100994178	7.81713969
489.00000000	9.104652602	7.821562727
489.10000000	9.108929094	7.827014135
489.20000000	9.113657188	7.833216931
489.30000000	9.118898549	7.840273713
489.40000000	9.124948197	7.848675338
489.50000000	9.131058522	7.857177902
489.60000000	9.13718402	7.865705692
489.70000000	9.14230766	7.872566555
489.80000000	9.146561499	7.87798022
489.90000000	9.149530164	7.88125559
490.00000000	9.150671321	7.881490322
490.10000000	9.150977652	7.88033605
490.20000000	9.150226183	7.877421778
490.30000000	9.148976221	7.873678081
490.40000000	9.147559265	7.869656512
490.50000000	9.146064725	7.865505834
490.60000000	9.144390687	7.861056473
490.70000000	9.142500266	7.856247056
490.80000000	9.140093285	7.850578124
490.90000000	9.137142926	7.844005041
491.00000000	9.133901897	7.836948271
491.10000000	9.13048352	7.829596359
491.20000000	9.127627835	7.82318065
491.30000000	9.125306418	7.817653868
491.40000000	9.12464188	7.814883954
491.50000000	9.12531001	7.814331475
491.60000000	9.127010657	7.815497016
491.70000000	9.130425456	7.819514767
491.80000000	9.134467976	7.82457699
491.90000000	9.139027213	7.83049898
492.00000000	9.144015281	7.837134499
492.10000000	9.148985253	7.843739893
492.20000000	9.153936764	7.850314561
492.30000000	9.158582426	7.856380318
492.40000000	9.162991361	7.862052179
492.50000000	9.167128897	7.867272456
492.60000000	9.170779307	7.871682207
492.70000000	9.17425775	7.875805822
492.80000000	9.177540416	7.879603686
492.90000000	9.180786898	7.883341343
493.00000000	9.184042291	7.887093825
493.10000000	9.187321652	7.890886187
493.20000000	9.190237049	7.894072957
493.30000000	9.192630307	7.896390949
493.40000000	9.194032986	7.897060738
493.50000000	9.193456616	7.894437616
493.60000000	9.191568032	7.889631097
493.70000000	9.187509918	7.881214665
493.80000000	9.181838913	7.870114449
493.90000000	9.175516343	7.857929964
494.00000000	9.169047314	7.845501643
494.10000000	9.164311074	7.835956474
494.20000000	9.161159461	7.829047988
494.30000000	9.162076998	7.828910419
494.40000000	9.166665893	7.834881887
494.50000000	9.173796093	7.845081985
494.60000000	9.184796341	7.8617216
494.70000000	9.196704205	7.879871293
494.80000000	9.209048221	7.898746551
494.90000000	9.219870764	7.915090074
495.00000000	9.228451877	7.927704
495.10000000	9.235112679	7.937122701
495.20000000	9.237188927	7.938913228
495.30000000	9.237391965	7.937586946
495.40000000	9.23571364	7.933130272
495.50000000	9.232334909	7.925844263
495.60000000	9.229047967	7.918710931
495.70000000	9.225931719	7.911861566
495.80000000	9.224316833	7.907510311
495.90000000	9.22350427	7.904494041
496.00000000	9.223716764	7.903183382
496.10000000	9.224869412	7.903437074
496.20000000	9.226274927	7.90411152
496.30000000	9.22790812	7.905164808
496.40000000	9.229573238	7.906271215
496.50000000	9.231297678	7.90747633
496.60000000	9.233141852	7.908880674
496.70000000	9.235370411	7.910924614
496.80000000	9.23788023	7.913436555
496.90000000	9.24088798	7.916777026
497.00000000	9.244358219	7.920887051
497.10000000	9.248077311	7.925411151
497.20000000	9.252106872	7.930451849
497.30000000	9.25615069	7.935516266
497.40000000	9.260129856	7.940473102
497.50000000	9.263758232	7.944846244
497.60000000	9.266882632	7.948380804
497.70000000	9.269620053	7.951271457
497.80000000	9.271557163	7.952830451
497.90000000	9.273067943	7.953680059
498.00000000	9.274263468	7.954005102
498.10000000	9.275167204	7.953844627
498.20000000	9.276126584	7.953776734
498.30000000	9.277138859	7.953796852
498.40000000	9.278494862	7.95438891
498.50000000	9.280028434	7.955276433
498.60000000	9.281743698	7.956466279
498.70000000	9.283668956	7.958005543
498.80000000	9.285628058	7.959601121
498.90000000	9.287620175	7.961251634
499.00000000	9.289574461	7.962839197
499.10000000	9.291493619	7.964368308
499.20000000	9.293364429	7.965816972
499.30000000	9.295163744	7.967146671
499.40000000	9.296923347	7.968410289
499.50000000	9.298631198	7.969587795
499.60000000	9.300303424	7.97070602
499.70000000	9.301978857	7.971829582
499.80000000	9.303680221	7.972996292
499.90000000	9.305452927	7.974281709
500.00000000	9.307259611	7.975623664
500.10000000	9.309105137	7.97703025
500.20000000	9.310895532	7.978345099
500.30000000	9.312625391	7.979559219
500.40000000	9.314202979	7.980519963
500.50000000	9.315661801	7.981283086
500.60000000	9.317071407	7.981964312
500.70000000	9.318510293	7.982694258
500.80000000	9.320151454	7.983760782
500.90000000	9.321960779	7.985107124
501.00000000	9.324186206	7.987145848
501.10000000	9.326631469	7.989550371
501.20000000	9.329232171	7.992213541
501.30000000	9.331854124	7.994912073
501.40000000	9.334246461	7.99722853
501.50000000	9.336432622	7.999201915
501.60000000	9.337943788	8.000052129
501.70000000	9.339147205	8.000390255
501.80000000	9.340031823	8.000197905
501.90000000	9.340649946	7.999562108
502.00000000	9.341344218	7.999053019
502.10000000	9.34214686	7.998724248
502.20000000	9.343438209	7.999208677
502.30000000	9.344993999	8.000133129
502.40000000	9.346888893	8.001621847
502.50000000	9.349065821	8.003579864
502.60000000	9.351272509	8.005587402
502.70000000	9.353458756	8.007560927
502.80000000	9.35537854	8.009091061
502.90000000	9.357117786	8.010320779
503.00000000	9.358570166	8.011073154
503.10000000	9.359820751	8.01148974
503.20000000	9.361012448	8.011808336
503.30000000	9.362203058	8.012125121
503.40000000	9.363571626	8.012738025
503.50000000	9.36509109	8.013602018
503.60000000	9.366942741	8.015018771
503.70000000	9.369111479	8.016963157
503.80000000	9.371493389	8.019262263
503.90000000	9.374223448	8.02214069
504.00000000	9.377138958	8.025327706
504.10000000	9.380173642	8.028713029
504.20000000	9.383300597	8.03225189
504.30000000	9.386357352	8.035673936
504.40000000	9.389343996	8.03897932
504.50000000	9.392025876	8.041777574
504.60000000	9.394444485	8.044137745
504.70000000	9.396628702	8.04610789
504.80000000	9.398256384	8.047151962
504.90000000	9.39971536	8.047915305
505.00000000	9.400996797	8.048383221
505.10000000	9.402571903	8.049339801
505.20000000	9.404727789	8.051262802
505.30000000	9.407606749	8.054388998
505.40000000	9.41255262	8.06095454
505.50000000	9.418687589	8.069498725
505.60000000	9.426355888	8.08059433
505.70000000	9.435655086	8.094403675
505.80000000	9.445368804	8.108902702
505.90000000	9.455443696	8.124002635
506.00000000	9.464987687	8.138219103
506.10000000	9.474004048	8.151557565
