#DEPT	六五最大主应力	六五最小主应力
237.80000000	3.999571485	3.506753781
237.90000000	4.001609381	3.508482944
238.00000000	4.003645442	3.510208949
238.10000000	4.00567623	3.511925727
238.20000000	4.007703257	3.513635916
238.30000000	4.009726616	3.515339659
238.40000000	4.011743179	3.51703139
238.50000000	4.013757067	3.518718367
238.60000000	4.015768071	3.520400196
238.70000000	4.017775817	3.52207618
238.80000000	4.019782474	3.523750155
238.90000000	4.02178778	3.525421633
239.00000000	4.023789572	3.527086715
239.10000000	4.025789069	3.528747541
239.20000000	4.027784857	3.53040152
239.30000000	4.029774438	3.532044068
239.40000000	4.031762039	3.533682717
239.50000000	4.033746395	3.5353151
239.60000000	4.035731008	3.536947493
239.70000000	4.037718732	3.538585066
239.80000000	4.039711711	3.540231764
239.90000000	4.0417126	3.541892543
240.00000000	4.043719004	3.543563096
240.10000000	4.045732402	3.545246266
240.20000000	4.047748928	3.546934965
240.30000000	4.049767344	3.548626909
240.40000000	4.051785848	3.550318703
240.50000000	4.053804831	3.552011044
240.60000000	4.055825139	3.553705511
240.70000000	4.057849315	3.555407026
240.80000000	4.059879551	3.557120008
240.90000000	4.061914323	3.558841732
241.00000000	4.063959169	3.560583546
241.10000000	4.066007271	3.562332401
241.20000000	4.068057099	3.564085553
241.30000000	4.070105614	3.565837032
241.40000000	4.072148013	3.567576768
241.50000000	4.074185077	3.569305969
241.60000000	4.076210651	3.571010173
241.70000000	4.078233074	3.572706169
241.80000000	4.080253773	3.574395785
241.90000000	4.082275929	3.576085002
242.00000000	4.084304023	3.57778463
242.10000000	4.086337974	3.579495259
242.20000000	4.088378092	3.581221834
242.30000000	4.090420423	3.582955768
242.40000000	4.092462315	3.584694357
242.50000000	4.094500393	3.586431755
242.60000000	4.096533263	3.588162292
242.70000000	4.09855989	3.58988402
242.80000000	4.100582174	3.59159709
242.90000000	4.102600995	3.593302957
243.00000000	4.104619669	3.595005481
243.10000000	4.106639944	3.596707768
243.20000000	4.10866137	3.598410343
243.30000000	4.110685978	3.600116163
243.40000000	4.112711912	3.601823519
243.50000000	4.114738743	3.603532041
